"","id","photoURL","lat","long","rubbishRunID","userName","rubbishType","reportedTimeStamp","city","totalNumberOfItemsTagged","datetime","date","X","Y","OBJECTID","Mile","Section_Name","FolderPath","Region","geometry","dist_m"
"395","CxKhYHI2qYFB2MiXKWDf","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCxKhYHI2qYFB2MiXKWDf.jpg?alt=media&token=343293e9-3730-4831-a2e4-d3778cf4d693","33.2736240088039","-116.652794193346","wZMUD7fH4N68bYNBvinR","notracetrails","soft plastic",1680879029.83165,"Warner Springs","1",2023-04-07 14:50:29,2023-04-07,-116.6526924,33.2735568000001,4399,110,"CA Section B Mile Marker","Mile Marker/1 - Southern California/CA Section B","Southern California Mile Marker",c(-116.652794193346, 33.2736240088039),12.0583634776228
"396","gMWR0f8rauSMBGsXPuFM","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgMWR0f8rauSMBGsXPuFM.jpg?alt=media&token=77df7329-a8ab-4bbe-847b-1360737f5a93","33.2097108392292","-116.579464207375","KNeWgjTxBQYxswnfKGL0","notracetrails","metal",1680799229.97404,"Warner Springs","1",2023-04-06 16:40:29,2023-04-06,-116.578046376,33.2082899970001,4438,100,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.579464207375, 33.2097108392292),205.816879853117
"397","UmuDFBpvqLCpMUcqP7OQ","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FUmuDFBpvqLCpMUcqP7OQ.jpg?alt=media&token=24e16ae4-e956-4ac4-abea-3cde81d9035f","33.2090918521644","-116.579714324044","KNeWgjTxBQYxswnfKGL0","notracetrails","plastic rubber",1680799124.42809,"Warner Springs","1",2023-04-06 16:38:44,2023-04-06,-116.578046376,33.2082899970001,4438,100,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.579714324044, 33.2090918521644),178.969058183491
"398","HWZlSMY4S7f7nWCcDN8H","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FHWZlSMY4S7f7nWCcDN8H.jpg?alt=media&token=ad3a87fb-5caa-4172-9781-326ee66f1fee","33.2082983731834","-116.578035992851","KNeWgjTxBQYxswnfKGL0","notracetrails","metal",1680798750.64998,"Warner Springs","1",2023-04-06 16:32:30,2023-04-06,-116.578046376,33.2082899970001,4438,100,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.578035992851, 33.2082983731834),1.34188028937263
"399","qb920QGPIUYICY65yKD6","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fqb920QGPIUYICY65yKD6.jpg?alt=media&token=3eb9e497-1452-4d82-b04d-d9050b622c07","33.1600825661588","-116.540773490778","LN1kxfeh7aAr3lS9gl9x","notracetrails","soft plastic",1680718105.32428,"Ranchita","1",2023-04-05 18:08:25,2023-04-05,-116.5349519,33.1558783,5014,90,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.540773490778, 33.1600825661588),715.70423176982
"400","goaOuujvmUiIvTbzqei4","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgoaOuujvmUiIvTbzqei4.jpg?alt=media&token=4f848aa5-c831-4224-b790-4631253dcd8c","33.158791682974","-116.537477425602","LN1kxfeh7aAr3lS9gl9x","notracetrails","metal",1680717597.64709,"Ranchita","1",2023-04-05 17:59:57,2023-04-05,-116.5349519,33.1558783,5014,90,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.537477425602, 33.158791682974),400.272403094059
"401","8Ze46WNe0U0u2qi7Tjsn","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F8Ze46WNe0U0u2qi7Tjsn.jpg?alt=media&token=11ce2edf-6752-49b6-b0d8-341eb9539611","33.1564279622497","-116.536014550492","LN1kxfeh7aAr3lS9gl9x","notracetrails","soft plastic",1680717259.81291,"Ranchita","1",2023-04-05 17:54:19,2023-04-05,-116.5349519,33.1558783,5014,90,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.536014550492, 33.1564279622497),116.281344859646
"402","ipfhm6KeH9uXpEpJa48t","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fipfhm6KeH9uXpEpJa48t.jpg?alt=media&token=2e664f7d-bbe4-49cd-bd66-ad8b4054e878","33.1149693218323","-116.481929709751","21EyJ6RinlUby5fSF1kW","notracetrails","sanitary waste",1680653561.60189,"Ranchita","1",2023-04-05 00:12:41,2023-04-05,-116.4814331,33.1098712,5236,80,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.481929709751, 33.1149693218323),568.769946154156
"403","twMKelqpQBVASpKq4zc7","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FtwMKelqpQBVASpKq4zc7.jpg?alt=media&token=8ed68a14-e9c3-407b-bb89-808c5c3c5f61","33.1133100601204","-116.48199061538","21EyJ6RinlUby5fSF1kW","notracetrails","metal",1680653202.07291,"Ranchita","1",2023-04-05 00:06:42,2023-04-05,-116.4814331,33.1098712,5236,80,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.48199061538, 33.1133100601204),385.89392370941
"404","3nOn9o81p4Vxjgow70a6","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F3nOn9o81p4Vxjgow70a6.jpg?alt=media&token=e9a0a16f-31b2-4144-811b-55c6e1e3542d","33.0665097469399","-116.509840912571","7lfedvLaruxu0TDEyU1i","notracetrails","uncategorized",1680547932.69132,"Julian","1",2023-04-03 18:52:12,2023-04-03,-116.5117532,33.0594582000001,4748,70,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.509840912571, 33.0665097469399),804.093193186202
"405","j79US62jX1MhHuxKFRc9","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fj79US62jX1MhHuxKFRc9.jpg?alt=media&token=cd43c785-65b2-46ee-9511-e242a64d0e19","33.0664978677786","-116.509820402398","ggjSzXglkI0XJTdrKrNc","notracetrails","metal",1680547902.84913,"Julian","1",2023-04-03 18:51:42,2023-04-03,-116.5117532,33.0594582000001,4748,70,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.509820402398, 33.0664978677786),803.231627449229
"406","GHMCmzPxn82xhfHswlhc","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FGHMCmzPxn82xhfHswlhc.jpg?alt=media&token=e81dd5af-4b08-4374-8759-d93bfedea576","32.989659373265","-116.528289163698","sV9Iszg8T0Jq7LpJTyDX","notracetrails","soft plastic",1680532818.6658,"Julian","1",2023-04-03 14:40:18,2023-04-03,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.528289163698, 32.989659373265),630.701644191013
"407","3PrltaOioQnzOf6QB57W","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F3PrltaOioQnzOf6QB57W.jpg?alt=media&token=eec47c0f-c7a7-4332-b269-0e242874d4c0","32.9865862942166","-116.52659298687","sV9Iszg8T0Jq7LpJTyDX","notracetrails","hard plastic",1680532383.76107,"Julian","1",2023-04-03 14:33:03,2023-04-03,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.52659298687, 32.9865862942166),256.21026499821
"408","JHv7A5NPOXM7xBUEDFy3","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FJHv7A5NPOXM7xBUEDFy3.jpg?alt=media&token=f9b376b4-1b94-4858-895a-4b22715b7109","32.9857461892358","-116.525951054769","sV9Iszg8T0Jq7LpJTyDX","notracetrails","soft plastic",1680532242.44288,"Julian","1",2023-04-03 14:30:42,2023-04-03,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.525951054769, 32.9857461892358),153.8015030442
"409","Jwy2UxXPrTs5O04MyLIa","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FJwy2UxXPrTs5O04MyLIa.jpg?alt=media&token=4cfeefa9-1afa-4279-8d6c-2f1472d81086","32.9842457672453","-116.525596155902","sV9Iszg8T0Jq7LpJTyDX","notracetrails","soft plastic",1680531949.06178,"Julian","1",2023-04-03 14:25:49,2023-04-03,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.525596155902, 32.9842457672453),28.1995426860494
"410","ktih9GZK83HeD7mk9o0Y","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fktih9GZK83HeD7mk9o0Y.jpg?alt=media&token=56f31a21-a3ad-4ac5-8064-d6d1e18ccff9","32.9842299130121","-116.525670010705","","notracetrails","uncategorized",1680531882.70455,"Julian","1",2023-04-03 14:24:42,2023-04-03,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.525670010705, 32.9842299130121),23.4439701006705
"411","hTDrNwilzrSEH2JPOmey","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FhTDrNwilzrSEH2JPOmey.jpg?alt=media&token=144841a9-1289-4257-b081-6b7adfab4856","32.9842299130121","-116.525670010705","","notracetrails","uncategorized",1680531882.70455,"Julian","1",2023-04-03 14:24:42,2023-04-03,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.525670010705, 32.9842299130121),23.4439701006705
"412","KaXUBJ4oyMJtQe0piKCD","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FKaXUBJ4oyMJtQe0piKCD.jpg?alt=media&token=4d48024c-a70e-4cc6-aa96-2e8903066b55","32.9842299130121","-116.525670010705","","notracetrails","uncategorized",1680531882.70455,"Julian","1",2023-04-03 14:24:42,2023-04-03,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.525670010705, 32.9842299130121),23.4439701006705
"413","Fgb0oKOnqpGcE7xlFBvJ","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FFgb0oKOnqpGcE7xlFBvJ.jpg?alt=media&token=58a04932-22de-49d7-94c7-16471a05706d","32.9842299130121","-116.525670010705","","notracetrails","uncategorized",1680531882.70455,"Julian","1",2023-04-03 14:24:42,2023-04-03,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.525670010705, 32.9842299130121),23.4439701006705
"414","39XycK58NKIZEl2T6F0D","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F39XycK58NKIZEl2T6F0D.jpg?alt=media&token=9c7f9072-e38c-4c6f-ad85-f68b7f71b4f8","32.9842299130121","-116.525670010705","","notracetrails","uncategorized",1680531882.70455,"Julian","1",2023-04-03 14:24:42,2023-04-03,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.525670010705, 32.9842299130121),23.4439701006705
"415","2oNmvEwWKZKC76wECVWd","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F2oNmvEwWKZKC76wECVWd.jpg?alt=media&token=fbe38c89-1c74-46fc-a188-f6b084facbbd","32.9842299130121","-116.525670010705","","notracetrails","uncategorized",1680531882.70455,"Julian","1",2023-04-03 14:24:42,2023-04-03,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.525670010705, 32.9842299130121),23.4439701006705
"416","TLuqOtl3eDZewxxmCU4c","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FTLuqOtl3eDZewxxmCU4c.jpg?alt=media&token=2d60e4f9-1cbe-4b7d-8855-628d687e94c3","32.9817322315955","-116.523043373708","IXcuoz3syGCWc8h2nQdj","notracetrails","soft plastic",1680471550.64345,"Julian","1",2023-04-02 21:39:10,2023-04-02,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.523043373708, 32.9817322315955),393.535717167918
"417","FjMUrG8dZDtrLQGSgTvX","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FFjMUrG8dZDtrLQGSgTvX.jpg?alt=media&token=d85821d7-94cf-4165-9139-1e9774b16829","32.9817322315955","-116.523043373708","","notracetrails","soft plastic",1680471435.72358,"Julian","1",2023-04-02 21:37:15,2023-04-02,-116.525862995,32.9843649950001,5000,60,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.523043373708, 32.9817322315955),393.535717167918
"418","uXQ5YOLztbj1miL6lrMZ","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FuXQ5YOLztbj1miL6lrMZ.jpg?alt=media&token=7bed420c-950c-4709-901f-9763619d1220","32.9237972742548","-116.462865963837","LtIV06oW1ZWVrwLZjcxO","notracetrails","plastic foam",1680453959.64031,"Julian","1",2023-04-02 16:45:59,2023-04-02,-116.4583302,32.9185890000001,4755,50,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.462865963837, 32.9237972742548),717.380433004128
"419","Ncuj7WZGCP4YgueCoSV8","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FNcuj7WZGCP4YgueCoSV8.jpg?alt=media&token=b2de1ffa-034f-4466-a0ef-b49e5db14bae","32.9224588435788","-116.46236212888","LtIV06oW1ZWVrwLZjcxO","notracetrails","metal",1680453760.24362,"Julian","1",2023-04-02 16:42:40,2023-04-02,-116.4583302,32.9185890000001,4755,50,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.46236212888, 32.9224588435788),571.66123898449
"420","9gCXq6GHA4iWwTI3hvNy","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F9gCXq6GHA4iWwTI3hvNy.jpg?alt=media&token=59a95923-3929-4a2b-ac0f-d03a64e9e90a","32.921246914248","-116.462091720752","LtIV06oW1ZWVrwLZjcxO","notracetrails","soft plastic",1680453555.10435,"Julian","1",2023-04-02 16:39:15,2023-04-02,-116.4583302,32.9185890000001,4755,50,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.462091720752, 32.921246914248),458.934776922295
"421","9BrdTtpt3twwLk93fnfR","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F9BrdTtpt3twwLk93fnfR.jpg?alt=media&token=36cd664a-3394-4c31-ae5f-c55139223b84","32.9196760823972","-116.460578034789","LtIV06oW1ZWVrwLZjcxO","notracetrails","plastic rubber",1680453317.16805,"Julian","1",2023-04-02 16:35:17,2023-04-02,-116.4583302,32.9185890000001,4755,50,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.460578034789, 32.9196760823972),242.145330478147
"422","qna0UFkXaPbtK4z8GVfW","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fqna0UFkXaPbtK4z8GVfW.jpg?alt=media&token=7e9870af-f63e-4d21-bc6b-43248ed6648e","32.9196536355028","-116.460581347455","LtIV06oW1ZWVrwLZjcxO","notracetrails","glass",1680453278.27681,"Julian","1",2023-04-02 16:34:38,2023-04-02,-116.4583302,32.9185890000001,4755,50,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.460581347455, 32.9196536355028),241.178422436538
"423","rIU1HhBOm13ANg3K8Ea3","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FrIU1HhBOm13ANg3K8Ea3.jpg?alt=media&token=cb3d28b7-aaf4-43ea-99d3-6fad4faad28f","32.9196697706663","-116.460555279736","","notracetrails","hard plastic",1680453257.50561,"Julian","1",2023-04-02 16:34:17,2023-04-02,-116.4583302,32.9185890000001,4755,50,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.460555279736, 32.9196697706663),239.954997244421
"424","kt1x6t3XlcWOWnciAmWn","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fkt1x6t3XlcWOWnciAmWn.jpg?alt=media&token=6013dc53-61cf-4ee0-9c52-c84cbf0e260d","32.6888845429425","-116.514340917124","PsLWfltbkw461G4Nzqn9","notracetrails","glass",1680121639.54947,"Campo","1",2023-03-29 20:27:19,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.514340917124, 32.6888845429425),720.740547882748
"425","rWVJTywgfKi1pLWeaVui","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FrWVJTywgfKi1pLWeaVui.jpg?alt=media&token=0258261d-b7e4-4d4a-a8e1-78af7bd909b6","32.6879245036585","-116.514967018279","PsLWfltbkw461G4Nzqn9","notracetrails","soft plastic",1680121493.39789,"Campo","1",2023-03-29 20:24:53,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.514967018279, 32.6879245036585),601.625449518757
"426","rGUAecFKCDink5E8bCDU","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FrGUAecFKCDink5E8bCDU.jpg?alt=media&token=28ac8ed1-1c55-4614-90fa-f172bb673813","32.6876810183522","-116.515046366837","PsLWfltbkw461G4Nzqn9","notracetrails","sanitary waste",1680121461.03892,"Campo","1",2023-03-29 20:24:21,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.515046366837, 32.6876810183522),573.551526658965
"427","gcGxugIcy38WF57Dt3fx","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgcGxugIcy38WF57Dt3fx.jpg?alt=media&token=7617b6f7-49a5-4d47-9ede-1326b714b18b","32.6874815125751","-116.515128542488","PsLWfltbkw461G4Nzqn9","notracetrails","sanitary waste",1680121429.9452,"Campo","1",2023-03-29 20:23:49,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.515128542488, 32.6874815125751),550.117749091287
"428","DboW6lPvwaVBRe1vMBw4","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FDboW6lPvwaVBRe1vMBw4.jpg?alt=media&token=7881a019-629f-477f-a8cd-d2da0afb3b3c","32.6867738596451","-116.515300142192","PsLWfltbkw461G4Nzqn9","notracetrails","plastic foam",1680121326.01802,"Campo","1",2023-03-29 20:22:06,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.515300142192, 32.6867738596451),470.030704474224
"429","Pc3N1lD3YUjbTAs2UUFc","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPc3N1lD3YUjbTAs2UUFc.jpg?alt=media&token=310205db-8fd4-4a81-8c82-d15b0b8a0301","32.6866695674486","-116.515235427225","PsLWfltbkw461G4Nzqn9","notracetrails","tobacco",1680121294.30781,"Campo","1",2023-03-29 20:21:34,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.515235427225, 32.6866695674486),460.665111249381
"430","zfLXyUQ7N3mU7mUAT98p","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FzfLXyUQ7N3mU7mUAT98p.jpg?alt=media&token=10051ac5-c7e0-491b-a4db-7bc2af50f1a4","32.6865020811094","-116.515221094501","PsLWfltbkw461G4Nzqn9","notracetrails","soft plastic",1680121258.35187,"Campo","1",2023-03-29 20:20:58,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.515221094501, 32.6865020811094),443.332315425467
"431","mJo5cZiZka7BQTBpO3hP","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FmJo5cZiZka7BQTBpO3hP.jpg?alt=media&token=066789f5-d416-4960-b115-59cdf1b7c77d","32.6859652917053","-116.516795796317","PsLWfltbkw461G4Nzqn9","notracetrails","uncategorized",1680121034.19609,"Campo","1",2023-03-29 20:17:14,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.516795796317, 32.6859652917053),361.689301143881
"432","fe01AnAX2KaHQVVvaAyW","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Ffe01AnAX2KaHQVVvaAyW.jpg?alt=media&token=550b2db6-23e3-46f1-b967-3825cdbd1719","32.6859323148686","-116.516819093823","PsLWfltbkw461G4Nzqn9","notracetrails","soft plastic",1680121012.16964,"Campo","1",2023-03-29 20:16:52,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.516819093823, 32.6859323148686),358.086487170202
"433","KOMaiq93IKcsAknDyKlK","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FKOMaiq93IKcsAknDyKlK.jpg?alt=media&token=3bae06d3-5753-4e6b-bdf2-45de28464da8","32.6855520791121","-116.51673358318","PsLWfltbkw461G4Nzqn9","notracetrails","cloth",1680120931.57832,"Campo","1",2023-03-29 20:15:31,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.51673358318, 32.6855520791121),315.642694909399
"434","qAxTnqbErgGDki0EdP0y","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FqAxTnqbErgGDki0EdP0y.jpg?alt=media&token=2ee885bd-b781-4411-9e83-56765f0d86ad","32.6855422274498","-116.516724766942","PsLWfltbkw461G4Nzqn9","notracetrails","cloth",1680120923.10017,"Campo","1",2023-03-29 20:15:23,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.516724766942, 32.6855422274498),314.539446912441
"435","Kb7Gnh7AvMivHsMpkt9B","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FKb7Gnh7AvMivHsMpkt9B.jpg?alt=media&token=0688113b-a487-4895-93b3-cd758341a076","32.685398406649","-116.51675478711","PsLWfltbkw461G4Nzqn9","notracetrails","glass",1680120868.25969,"Campo","1",2023-03-29 20:14:28,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.51675478711, 32.685398406649),298.585363118245
"436","dFe3xfCSNH0ocviBpU1A","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FdFe3xfCSNH0ocviBpU1A.jpg?alt=media&token=66d246f5-84b6-4e76-b81c-38f987d99ebe","32.6854069026763","-116.516754666901","PsLWfltbkw461G4Nzqn9","notracetrails","glass",1680120852.6579,"Campo","1",2023-03-29 20:14:12,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.516754666901, 32.6854069026763),299.529723885664
"437","rSKiPLy8nCt2Slh0WIOq","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FrSKiPLy8nCt2Slh0WIOq.jpg?alt=media&token=6765df38-688a-4464-b673-32e1b0cd9c19","32.6852646365739","-116.516767121883","PsLWfltbkw461G4Nzqn9","notracetrails","soft plastic",1680120822.19509,"Campo","1",2023-03-29 20:13:42,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.516767121883, 32.6852646365739),283.737624031819
"438","TzNG6T5TnJ6VZJqQx7DG","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FTzNG6T5TnJ6VZJqQx7DG.jpg?alt=media&token=0bd8cb16-df5c-45b1-a153-478c9474c10f","32.6852345564174","-116.516701258497","PsLWfltbkw461G4Nzqn9","notracetrails","plastic foam",1680120799.22696,"Campo","1",2023-03-29 20:13:19,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.516701258497, 32.6852345564174),280.317596984764
"439","Mbmjar0KPlBXoyfjfAgl","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FMbmjar0KPlBXoyfjfAgl.jpg?alt=media&token=27bb6542-7e89-4c36-9cbe-cbbf513a2b9c","32.6852229738696","-116.51672403179","PsLWfltbkw461G4Nzqn9","notracetrails","soft plastic",1680120785.23782,"Campo","1",2023-03-29 20:13:05,2023-03-29,-116.516697177,32.682713606,4985,20,"CA Section A Mile Marker","Mile Marker/1 - Southern California/CA Section A","Southern California Mile Marker",c(-116.51672403179, 32.6852229738696),279.040732977779
